,,,Decision Tree best R2 score: 0.959069144,,,,,,
,,,,,,,,,
Criterion,Splitter,Max Depth,Min Samples Split,Min Samples Leaf,Max Features,Max Leaf Nodes,Min Impurity Decrease,Random State,R2 Score
squared_error,best,10,20,1,sqrt,,0,42,-1.141595077
squared_error,best,10,20,1,sqrt,,0,0,0.532320469
squared_error,best,10,20,1,sqrt,,0.01,42,-1.141595077
squared_error,best,10,20,1,sqrt,,0.01,0,0.532320469
squared_error,best,10,20,1,sqrt,,0.1,42,-1.141595077
squared_error,best,10,20,1,sqrt,,0.1,0,0.532320469
squared_error,best,10,20,1,sqrt,10,0,42,-1.141595077
squared_error,best,10,20,1,sqrt,10,0,0,0.532320469
squared_error,best,10,20,1,sqrt,10,0.01,42,-1.141595077
squared_error,best,10,20,1,sqrt,10,0.01,0,0.532320469
squared_error,best,10,20,1,sqrt,10,0.1,42,-1.141595077
squared_error,best,10,20,1,sqrt,10,0.1,0,0.532320469
squared_error,best,10,20,1,sqrt,20,0,42,-1.141595077
squared_error,best,10,20,1,sqrt,20,0,0,0.532320469
squared_error,best,10,20,1,sqrt,20,0.01,42,-1.141595077
squared_error,best,10,20,1,sqrt,20,0.01,0,0.532320469
squared_error,best,10,20,1,sqrt,20,0.1,42,-1.141595077
squared_error,best,10,20,1,sqrt,20,0.1,0,0.532320469
squared_error,best,10,20,1,sqrt,50,0,42,-1.141595077
squared_error,best,10,20,1,sqrt,50,0,0,0.532320469
squared_error,best,10,20,1,sqrt,50,0.01,42,-1.141595077
squared_error,best,10,20,1,sqrt,50,0.01,0,0.532320469
squared_error,best,10,20,1,sqrt,50,0.1,42,-1.141595077
squared_error,best,10,20,1,sqrt,50,0.1,0,0.532320469
squared_error,best,10,20,1,log2,,0,42,-1.141595077
squared_error,best,10,20,1,log2,,0,0,0.532320469
squared_error,best,10,20,1,log2,,0.01,42,-1.141595077
squared_error,best,10,20,1,log2,,0.01,0,0.532320469
squared_error,best,10,20,1,log2,,0.1,42,-1.141595077
squared_error,best,10,20,1,log2,,0.1,0,0.532320469
squared_error,best,10,20,1,log2,10,0,42,-1.141595077
squared_error,best,10,20,1,log2,10,0,0,0.532320469
squared_error,best,10,20,1,log2,10,0.01,42,-1.141595077
squared_error,best,10,20,1,log2,10,0.01,0,0.532320469
squared_error,best,10,20,1,log2,10,0.1,42,-1.141595077
squared_error,best,10,20,1,log2,10,0.1,0,0.532320469
squared_error,best,10,20,1,log2,20,0,42,-1.141595077
squared_error,best,10,20,1,log2,20,0,0,0.532320469
squared_error,best,10,20,1,log2,20,0.01,42,-1.141595077
squared_error,best,10,20,1,log2,20,0.01,0,0.532320469
squared_error,best,10,20,1,log2,20,0.1,42,-1.141595077
squared_error,best,10,20,1,log2,20,0.1,0,0.532320469
squared_error,best,10,20,1,log2,50,0,42,-1.141595077
squared_error,best,10,20,1,log2,50,0,0,0.532320469
squared_error,best,10,20,1,log2,50,0.01,42,-1.141595077
squared_error,best,10,20,1,log2,50,0.01,0,0.532320469
squared_error,best,10,20,1,log2,50,0.1,42,-1.141595077
squared_error,best,10,20,1,log2,50,0.1,0,0.532320469
squared_error,best,10,20,2,,,0,42,0.278186727
squared_error,best,10,20,2,,,0,0,0.278186727
squared_error,best,10,20,2,,,0.01,42,0.278186727
squared_error,best,10,20,2,,,0.01,0,0.278186727
squared_error,best,10,20,2,,,0.1,42,0.278186727
squared_error,best,10,20,2,,,0.1,0,0.278186727
squared_error,best,10,20,2,,10,0,42,0.278186727
squared_error,best,10,20,2,,10,0,0,0.278186727
squared_error,best,10,20,2,,10,0.01,42,0.278186727
squared_error,best,10,20,2,,10,0.01,0,0.278186727
squared_error,best,10,20,2,,10,0.1,42,0.278186727
squared_error,best,10,20,2,,10,0.1,0,0.278186727
squared_error,best,10,20,2,,20,0,42,0.278186727
squared_error,best,10,20,2,,20,0,0,0.278186727
squared_error,best,10,20,2,,20,0.01,42,0.278186727
squared_error,best,10,20,2,,20,0.01,0,0.278186727
squared_error,best,10,20,2,,20,0.1,42,0.278186727
squared_error,best,10,20,2,,20,0.1,0,0.278186727
squared_error,best,10,20,2,,50,0,42,0.278186727
squared_error,best,10,20,2,,50,0,0,0.278186727
squared_error,best,10,20,2,,50,0.01,42,0.278186727
squared_error,best,10,20,2,,50,0.01,0,0.278186727
squared_error,best,10,20,2,,50,0.1,42,0.278186727
squared_error,best,10,20,2,,50,0.1,0,0.278186727
squared_error,best,10,20,2,sqrt,,0,42,-1.141595077
squared_error,best,10,20,2,sqrt,,0,0,0.532320469
squared_error,best,10,20,2,sqrt,,0.01,42,-1.141595077
squared_error,best,10,20,2,sqrt,,0.01,0,0.532320469
squared_error,best,10,20,2,sqrt,,0.1,42,-1.141595077
squared_error,best,10,20,2,sqrt,,0.1,0,0.532320469
squared_error,best,10,20,2,sqrt,10,0,42,-1.141595077
squared_error,best,10,20,2,sqrt,10,0,0,0.532320469
squared_error,best,10,20,2,sqrt,10,0.01,42,-1.141595077
squared_error,best,10,20,2,sqrt,10,0.01,0,0.532320469
squared_error,best,10,20,2,sqrt,10,0.1,42,-1.141595077
squared_error,best,10,20,2,sqrt,10,0.1,0,0.532320469
squared_error,best,10,20,2,sqrt,20,0,42,-1.141595077
squared_error,best,10,20,2,sqrt,20,0,0,0.532320469
squared_error,best,10,20,2,sqrt,20,0.01,42,-1.141595077
squared_error,best,10,20,2,sqrt,20,0.01,0,0.532320469
squared_error,best,10,20,2,sqrt,20,0.1,42,-1.141595077
squared_error,best,10,20,2,sqrt,20,0.1,0,0.532320469
squared_error,best,10,20,2,sqrt,50,0,42,-1.141595077
squared_error,best,10,20,2,sqrt,50,0,0,0.532320469
squared_error,best,10,20,2,sqrt,50,0.01,42,-1.141595077
squared_error,best,10,20,2,sqrt,50,0.01,0,0.532320469
squared_error,best,10,20,2,sqrt,50,0.1,42,-1.141595077
squared_error,best,10,20,2,sqrt,50,0.1,0,0.532320469
squared_error,best,10,20,2,log2,,0,42,-1.141595077
squared_error,best,10,20,2,log2,,0,0,0.532320469
squared_error,best,10,20,2,log2,,0.01,42,-1.141595077
squared_error,best,10,20,2,log2,,0.01,0,0.532320469
squared_error,best,10,20,2,log2,,0.1,42,-1.141595077
squared_error,best,10,20,2,log2,,0.1,0,0.532320469
squared_error,best,10,20,2,log2,10,0,42,-1.141595077
squared_error,best,10,20,2,log2,10,0,0,0.532320469
squared_error,best,10,20,2,log2,10,0.01,42,-1.141595077
squared_error,best,10,20,2,log2,10,0.01,0,0.532320469
squared_error,best,10,20,2,log2,10,0.1,42,-1.141595077
squared_error,best,10,20,2,log2,10,0.1,0,0.532320469
squared_error,best,10,20,2,log2,20,0,42,-1.141595077
squared_error,best,10,20,2,log2,20,0,0,0.532320469
squared_error,best,10,20,2,log2,20,0.01,42,-1.141595077
squared_error,best,10,20,2,log2,20,0.01,0,0.532320469
squared_error,best,10,20,2,log2,20,0.1,42,-1.141595077
squared_error,best,10,20,2,log2,20,0.1,0,0.532320469
squared_error,best,10,20,2,log2,50,0,42,-1.141595077
squared_error,best,10,20,2,log2,50,0,0,0.532320469
squared_error,best,10,20,2,log2,50,0.01,42,-1.141595077
squared_error,best,10,20,2,log2,50,0.01,0,0.532320469
squared_error,best,10,20,2,log2,50,0.1,42,-1.141595077
squared_error,best,10,20,2,log2,50,0.1,0,0.532320469
squared_error,best,10,20,5,,,0,42,0.278186727
squared_error,best,10,20,5,,,0,0,0.278186727
squared_error,best,10,20,5,,,0.01,42,0.278186727
squared_error,best,10,20,5,,,0.01,0,0.278186727
squared_error,best,10,20,5,,,0.1,42,0.278186727
squared_error,best,10,20,5,,,0.1,0,0.278186727
squared_error,best,10,20,5,,10,0,42,0.278186727
squared_error,best,10,20,5,,10,0,0,0.278186727
squared_error,best,10,20,5,,10,0.01,42,0.278186727
squared_error,best,10,20,5,,10,0.01,0,0.278186727
squared_error,best,10,20,5,,10,0.1,42,0.278186727
squared_error,best,10,20,5,,10,0.1,0,0.278186727
squared_error,best,10,20,5,,20,0,42,0.278186727
squared_error,best,10,20,5,,20,0,0,0.278186727
squared_error,best,10,20,5,,20,0.01,42,0.278186727
squared_error,best,10,20,5,,20,0.01,0,0.278186727
squared_error,best,10,20,5,,20,0.1,42,0.278186727
squared_error,best,10,20,5,,20,0.1,0,0.278186727
squared_error,best,10,20,5,,50,0,42,0.278186727
squared_error,best,10,20,5,,50,0,0,0.278186727
squared_error,best,10,20,5,,50,0.01,42,0.278186727
squared_error,best,10,20,5,,50,0.01,0,0.278186727
squared_error,best,10,20,5,,50,0.1,42,0.278186727
squared_error,best,10,20,5,,50,0.1,0,0.278186727
squared_error,best,10,20,5,sqrt,,0,42,-0.936369266
squared_error,best,10,20,5,sqrt,,0,0,0.532320469
squared_error,best,10,20,5,sqrt,,0.01,42,-0.936369266
squared_error,best,10,20,5,sqrt,,0.01,0,0.532320469
squared_error,best,10,20,5,sqrt,,0.1,42,-0.936369266
squared_error,best,10,20,5,sqrt,,0.1,0,0.532320469
squared_error,best,10,20,5,sqrt,10,0,42,-0.936369266
squared_error,best,10,20,5,sqrt,10,0,0,0.532320469
squared_error,best,10,20,5,sqrt,10,0.01,42,-0.936369266
squared_error,best,10,20,5,sqrt,10,0.01,0,0.532320469
squared_error,best,10,20,5,sqrt,10,0.1,42,-0.936369266
squared_error,best,10,20,5,sqrt,10,0.1,0,0.532320469
squared_error,best,10,20,5,sqrt,20,0,42,-0.936369266
squared_error,best,10,20,5,sqrt,20,0,0,0.532320469
squared_error,best,10,20,5,sqrt,20,0.01,42,-0.936369266
squared_error,best,10,20,5,sqrt,20,0.01,0,0.532320469
squared_error,best,10,20,5,sqrt,20,0.1,42,-0.936369266
squared_error,best,10,20,5,sqrt,20,0.1,0,0.532320469
squared_error,best,10,20,5,sqrt,50,0,42,-0.936369266
squared_error,best,10,20,5,sqrt,50,0,0,0.532320469
squared_error,best,10,20,5,sqrt,50,0.01,42,-0.936369266
squared_error,best,10,20,5,sqrt,50,0.01,0,0.532320469
squared_error,best,10,20,5,sqrt,50,0.1,42,-0.936369266
squared_error,best,10,20,5,sqrt,50,0.1,0,0.532320469
squared_error,best,10,20,5,log2,,0,42,-0.936369266
squared_error,best,10,20,5,log2,,0,0,0.532320469
squared_error,best,10,20,5,log2,,0.01,42,-0.936369266
squared_error,best,10,20,5,log2,,0.01,0,0.532320469
squared_error,best,10,20,5,log2,,0.1,42,-0.936369266
squared_error,best,10,20,5,log2,,0.1,0,0.532320469
squared_error,best,10,20,5,log2,10,0,42,-0.936369266
squared_error,best,10,20,5,log2,10,0,0,0.532320469
squared_error,best,10,20,5,log2,10,0.01,42,-0.936369266
squared_error,best,10,20,5,log2,10,0.01,0,0.532320469
squared_error,best,10,20,5,log2,10,0.1,42,-0.936369266
squared_error,best,10,20,5,log2,10,0.1,0,0.532320469
squared_error,best,10,20,5,log2,20,0,42,-0.936369266
squared_error,best,10,20,5,log2,20,0,0,0.532320469
squared_error,best,10,20,5,log2,20,0.01,42,-0.936369266
squared_error,best,10,20,5,log2,20,0.01,0,0.532320469
squared_error,best,10,20,5,log2,20,0.1,42,-0.936369266
squared_error,best,10,20,5,log2,20,0.1,0,0.532320469
squared_error,best,10,20,5,log2,50,0,42,-0.936369266
squared_error,best,10,20,5,log2,50,0,0,0.532320469
squared_error,best,10,20,5,log2,50,0.01,42,-0.936369266
squared_error,best,10,20,5,log2,50,0.01,0,0.532320469
squared_error,best,10,20,5,log2,50,0.1,42,-0.936369266
squared_error,best,10,20,5,log2,50,0.1,0,0.532320469
squared_error,best,10,20,10,,,0,42,0.278186727
squared_error,best,10,20,10,,,0,0,0.278186727
squared_error,best,10,20,10,,,0.01,42,0.278186727
squared_error,best,10,20,10,,,0.01,0,0.278186727
squared_error,best,10,20,10,,,0.1,42,0.278186727
squared_error,best,10,20,10,,,0.1,0,0.278186727
squared_error,best,10,20,10,,10,0,42,0.278186727
squared_error,best,10,20,10,,10,0,0,0.278186727
squared_error,best,10,20,10,,10,0.01,42,0.278186727
squared_error,best,10,20,10,,10,0.01,0,0.278186727
squared_error,best,10,20,10,,10,0.1,42,0.278186727
squared_error,best,10,20,10,,10,0.1,0,0.278186727
squared_error,best,10,20,10,,20,0,42,0.278186727
squared_error,best,10,20,10,,20,0,0,0.278186727
squared_error,best,10,20,10,,20,0.01,42,0.278186727
squared_error,best,10,20,10,,20,0.01,0,0.278186727
squared_error,best,10,20,10,,20,0.1,42,0.278186727
squared_error,best,10,20,10,,20,0.1,0,0.278186727
squared_error,best,10,20,10,,50,0,42,0.278186727
squared_error,best,10,20,10,,50,0,0,0.278186727
squared_error,best,10,20,10,,50,0.01,42,0.278186727
squared_error,best,10,20,10,,50,0.01,0,0.278186727
squared_error,best,10,20,10,,50,0.1,42,0.278186727
squared_error,best,10,20,10,,50,0.1,0,0.278186727
squared_error,best,10,20,10,sqrt,,0,42,-0.934598297
squared_error,best,10,20,10,sqrt,,0,0,0.487688216
squared_error,best,10,20,10,sqrt,,0.01,42,-0.934598297
squared_error,best,10,20,10,sqrt,,0.01,0,0.487688216
squared_error,best,10,20,10,sqrt,,0.1,42,-0.934598297
squared_error,best,10,20,10,sqrt,,0.1,0,0.487688216
squared_error,best,10,20,10,sqrt,10,0,42,-0.934598297
squared_error,best,10,20,10,sqrt,10,0,0,0.487688216
squared_error,best,10,20,10,sqrt,10,0.01,42,-0.934598297
squared_error,best,10,20,10,sqrt,10,0.01,0,0.487688216
squared_error,best,10,20,10,sqrt,10,0.1,42,-0.934598297
squared_error,best,10,20,10,sqrt,10,0.1,0,0.487688216
squared_error,best,10,20,10,sqrt,20,0,42,-0.934598297
squared_error,best,10,20,10,sqrt,20,0,0,0.487688216
squared_error,best,10,20,10,sqrt,20,0.01,42,-0.934598297
squared_error,best,10,20,10,sqrt,20,0.01,0,0.487688216
squared_error,best,10,20,10,sqrt,20,0.1,42,-0.934598297
squared_error,best,10,20,10,sqrt,20,0.1,0,0.487688216
squared_error,best,10,20,10,sqrt,50,0,42,-0.934598297
squared_error,best,10,20,10,sqrt,50,0,0,0.487688216
squared_error,best,10,20,10,sqrt,50,0.01,42,-0.934598297
squared_error,best,10,20,10,sqrt,50,0.01,0,0.487688216
squared_error,best,10,20,10,sqrt,50,0.1,42,-0.934598297
squared_error,best,10,20,10,sqrt,50,0.1,0,0.487688216
squared_error,best,10,20,10,log2,,0,42,-0.934598297
squared_error,best,10,20,10,log2,,0,0,0.487688216
squared_error,best,10,20,10,log2,,0.01,42,-0.934598297
squared_error,best,10,20,10,log2,,0.01,0,0.487688216
squared_error,best,10,20,10,log2,,0.1,42,-0.934598297
squared_error,best,10,20,10,log2,,0.1,0,0.487688216
squared_error,best,10,20,10,log2,10,0,42,-0.934598297
squared_error,best,10,20,10,log2,10,0,0,0.487688216
squared_error,best,10,20,10,log2,10,0.01,42,-0.934598297
squared_error,best,10,20,10,log2,10,0.01,0,0.487688216
squared_error,best,10,20,10,log2,10,0.1,42,-0.934598297
squared_error,best,10,20,10,log2,10,0.1,0,0.487688216
squared_error,best,10,20,10,log2,20,0,42,-0.934598297
squared_error,best,10,20,10,log2,20,0,0,0.487688216
squared_error,best,10,20,10,log2,20,0.01,42,-0.934598297
squared_error,best,10,20,10,log2,20,0.01,0,0.487688216
squared_error,best,10,20,10,log2,20,0.1,42,-0.934598297
squared_error,best,10,20,10,log2,20,0.1,0,0.487688216
squared_error,best,10,20,10,log2,50,0,42,-0.934598297
squared_error,best,10,20,10,log2,50,0,0,0.487688216
squared_error,best,10,20,10,log2,50,0.01,42,-0.934598297
squared_error,best,10,20,10,log2,50,0.01,0,0.487688216
squared_error,best,10,20,10,log2,50,0.1,42,-0.934598297
squared_error,best,10,20,10,log2,50,0.1,0,0.487688216
squared_error,best,20,2,1,,,0,42,0.912251755
squared_error,best,20,2,1,,,0,0,0.908731067
squared_error,best,20,2,1,,,0.01,42,0.912251755
squared_error,best,20,2,1,,,0.01,0,0.908731067
squared_error,best,20,2,1,,,0.1,42,0.912251755
squared_error,best,20,2,1,,,0.1,0,0.908731067
squared_error,best,20,2,1,,10,0,42,0.939854628
squared_error,best,20,2,1,,10,0,0,0.929519488
squared_error,best,20,2,1,,10,0.01,42,0.939854628
squared_error,best,20,2,1,,10,0.01,0,0.929519488
squared_error,best,20,2,1,,10,0.1,42,0.939854628
squared_error,best,20,2,1,,10,0.1,0,0.929519488
squared_error,best,20,2,1,,20,0,42,0.910209732
squared_error,best,20,2,1,,20,0,0,0.917059481
squared_error,best,20,2,1,,20,0.01,42,0.910209732
squared_error,best,20,2,1,,20,0.01,0,0.917059481
squared_error,best,20,2,1,,20,0.1,42,0.910209732
squared_error,best,20,2,1,,20,0.1,0,0.917059481
squared_error,best,20,2,1,,50,0,42,0.904096066
squared_error,best,20,2,1,,50,0,0,0.926399518
squared_error,best,20,2,1,,50,0.01,42,0.904096066
squared_error,best,20,2,1,,50,0.01,0,0.926399518
squared_error,best,20,2,1,,50,0.1,42,0.904096066
squared_error,best,20,2,1,,50,0.1,0,0.926399518
squared_error,best,20,2,1,sqrt,,0,42,-0.16335415
squared_error,best,20,2,1,sqrt,,0,0,0.421828403
squared_error,best,20,2,1,sqrt,,0.01,42,-0.16335415
squared_error,best,20,2,1,sqrt,,0.01,0,0.421828403
squared_error,best,20,2,1,sqrt,,0.1,42,-0.16335415
squared_error,best,20,2,1,sqrt,,0.1,0,0.421828403
squared_error,best,20,2,1,sqrt,10,0,42,-0.033057728
squared_error,best,20,2,1,sqrt,10,0,0,0.716881266
squared_error,best,20,2,1,sqrt,10,0.01,42,-0.033057728
squared_error,best,20,2,1,sqrt,10,0.01,0,0.716881266
squared_error,best,20,2,1,sqrt,10,0.1,42,-0.033057728
squared_error,best,20,2,1,sqrt,10,0.1,0,0.716881266
squared_error,best,20,2,1,sqrt,20,0,42,-0.036815013
squared_error,best,20,2,1,sqrt,20,0,0,0.777896606
squared_error,best,20,2,1,sqrt,20,0.01,42,-0.036815013
squared_error,best,20,2,1,sqrt,20,0.01,0,0.777896606
squared_error,best,20,2,1,sqrt,20,0.1,42,-0.036815013
squared_error,best,20,2,1,sqrt,20,0.1,0,0.777896606
squared_error,best,20,2,1,sqrt,50,0,42,0.196467653
squared_error,best,20,2,1,sqrt,50,0,0,0.762605959
squared_error,best,20,2,1,sqrt,50,0.01,42,0.196467653
squared_error,best,20,2,1,sqrt,50,0.01,0,0.762605959
squared_error,best,20,2,1,sqrt,50,0.1,42,0.196467653
squared_error,best,20,2,1,sqrt,50,0.1,0,0.762605959
squared_error,best,20,2,1,log2,,0,42,-0.16335415
squared_error,best,20,2,1,log2,,0,0,0.421828403
squared_error,best,20,2,1,log2,,0.01,42,-0.16335415
squared_error,best,20,2,1,log2,,0.01,0,0.421828403
squared_error,best,20,2,1,log2,,0.1,42,-0.16335415
squared_error,best,20,2,1,log2,,0.1,0,0.421828403
squared_error,best,20,2,1,log2,10,0,42,-0.033057728
squared_error,best,20,2,1,log2,10,0,0,0.716881266
squared_error,best,20,2,1,log2,10,0.01,42,-0.033057728
squared_error,best,20,2,1,log2,10,0.01,0,0.716881266
squared_error,best,20,2,1,log2,10,0.1,42,-0.033057728
squared_error,best,20,2,1,log2,10,0.1,0,0.716881266
squared_error,best,20,2,1,log2,20,0,42,-0.036815013
squared_error,best,20,2,1,log2,20,0,0,0.777896606
squared_error,best,20,2,1,log2,20,0.01,42,-0.036815013
squared_error,best,20,2,1,log2,20,0.01,0,0.777896606
squared_error,best,20,2,1,log2,20,0.1,42,-0.036815013
squared_error,best,20,2,1,log2,20,0.1,0,0.777896606
squared_error,best,20,2,1,log2,50,0,42,0.196467653
squared_error,best,20,2,1,log2,50,0,0,0.762605959
squared_error,best,20,2,1,log2,50,0.01,42,0.196467653
squared_error,best,20,2,1,log2,50,0.01,0,0.762605959
squared_error,best,20,2,1,log2,50,0.1,42,0.196467653
squared_error,best,20,2,1,log2,50,0.1,0,0.762605959
squared_error,best,20,2,2,,,0,42,0.872800273
squared_error,best,20,2,2,,,0,0,0.940750796
squared_error,best,20,2,2,,,0.01,42,0.872800273
squared_error,best,20,2,2,,,0.01,0,0.940750796
squared_error,best,20,2,2,,,0.1,42,0.872800273
squared_error,best,20,2,2,,,0.1,0,0.940750796
squared_error,best,20,2,2,,10,0,42,0.922792012
squared_error,best,20,2,2,,10,0,0,0.912456871
squared_error,best,20,2,2,,10,0.01,42,0.922792012
squared_error,best,20,2,2,,10,0.01,0,0.912456871
squared_error,best,20,2,2,,10,0.1,42,0.922792012
squared_error,best,20,2,2,,10,0.1,0,0.912456871
squared_error,best,20,2,2,,20,0,42,0.908660132
squared_error,best,20,2,2,,20,0,0,0.937148247
squared_error,best,20,2,2,,20,0.01,42,0.908660132
squared_error,best,20,2,2,,20,0.01,0,0.937148247
squared_error,best,20,2,2,,20,0.1,42,0.908660132
squared_error,best,20,2,2,,20,0.1,0,0.937148247
squared_error,best,20,2,2,,50,0,42,0.908660132
squared_error,best,20,2,2,,50,0,0,0.937148247
squared_error,best,20,2,2,,50,0.01,42,0.908660132
squared_error,best,20,2,2,,50,0.01,0,0.937148247
squared_error,best,20,2,2,,50,0.1,42,0.908660132
squared_error,best,20,2,2,,50,0.1,0,0.937148247
squared_error,best,20,2,2,sqrt,,0,42,-0.236796647
squared_error,best,20,2,2,sqrt,,0,0,0.609448195
squared_error,best,20,2,2,sqrt,,0.01,42,-0.236796647
squared_error,best,20,2,2,sqrt,,0.01,0,0.609448195
squared_error,best,20,2,2,sqrt,,0.1,42,-0.236796647
squared_error,best,20,2,2,sqrt,,0.1,0,0.609448195
squared_error,best,20,2,2,sqrt,10,0,42,0.063630089
squared_error,best,20,2,2,sqrt,10,0,0,0.703770628
squared_error,best,20,2,2,sqrt,10,0.01,42,0.063630089
squared_error,best,20,2,2,sqrt,10,0.01,0,0.703770628
squared_error,best,20,2,2,sqrt,10,0.1,42,0.063630089
squared_error,best,20,2,2,sqrt,10,0.1,0,0.703770628
squared_error,best,20,2,2,sqrt,20,0,42,0.028071055
squared_error,best,20,2,2,sqrt,20,0,0,0.636267534
squared_error,best,20,2,2,sqrt,20,0.01,42,0.028071055
squared_error,best,20,2,2,sqrt,20,0.01,0,0.636267534
squared_error,best,20,2,2,sqrt,20,0.1,42,0.028071055
squared_error,best,20,2,2,sqrt,20,0.1,0,0.636267534
squared_error,best,20,2,2,sqrt,50,0,42,0.028071055
squared_error,best,20,2,2,sqrt,50,0,0,0.636267534
squared_error,best,20,2,2,sqrt,50,0.01,42,0.028071055
squared_error,best,20,2,2,sqrt,50,0.01,0,0.636267534
squared_error,best,20,2,2,sqrt,50,0.1,42,0.028071055
squared_error,best,20,2,2,sqrt,50,0.1,0,0.636267534
